sorgente giorno mese ngiorno ora fuso anno cnt
Sorgente1 Wed Jan 22 15:00:00 CET 2020 49
Sorgente1 Wed Jan 22 15:30:00 CET 2020 48
Sorgente1 Wed Jan 22 16:00:00 CET 2020 46
Sorgente1 Wed Jan 22 16:30:00 CET 2020 38
Sorgente1 Wed Jan 22 17:00:00 CET 2020 33
Sorgente1 Wed Jan 22 17:30:00 CET 2020 32
Sorgente1 Wed Jan 22 18:00:00 CET 2020 27
Sorgente1 Wed Jan 22 18:30:00 CET 2020 25
Sorgente1 Wed Jan 22 19:00:00 CET 2020 19
Sorgente1 Wed Jan 22 19:30:00 CET 2020 14
Sorgente1 Wed Jan 22 20:00:00 CET 2020 10
Sorgente1 Wed Jan 22 20:30:00 CET 2020 8
Sorgente1 Wed Jan 22 21:00:00 CET 2020 6
Sorgente1 Wed Jan 22 21:30:00 CET 2020 5
Sorgente1 Wed Jan 22 22:00:00 CET 2020 5
Sorgente1 Wed Jan 22 22:30:00 CET 2020 4
Sorgente1 Wed Jan 22 23:00:00 CET 2020 4
Sorgente1 Wed Jan 22 23:30:00 CET 2020 4
Sorgente1 Thu Jan 23 00:00:00 CET 2020 4
Sorgente1 Thu Jan 23 00:30:00 CET 2020 4
Sorgente1 Thu Jan 23 01:00:00 CET 2020 3
Sorgente1 Thu Jan 23 01:30:00 CET 2020 3
Sorgente1 Thu Jan 23 02:00:00 CET 2020 3
Sorgente1 Thu Jan 23 02:30:00 CET 2020 3
Sorgente1 Thu Jan 23 03:00:00 CET 2020 3
Sorgente1 Thu Jan 23 03:30:00 CET 2020 3
Sorgente1 Thu Jan 23 04:00:00 CET 2020 3
Sorgente1 Thu Jan 23 04:30:00 CET 2020 4
Sorgente1 Thu Jan 23 05:00:00 CET 2020 5
Sorgente1 Thu Jan 23 05:30:00 CET 2020 5
Sorgente1 Thu Jan 23 06:00:00 CET 2020 8
Sorgente1 Thu Jan 23 06:30:00 CET 2020 11
Sorgente1 Thu Jan 23 07:00:00 CET 2020 14
Sorgente1 Thu Jan 23 07:30:00 CET 2020 18
Sorgente1 Thu Jan 23 08:00:00 CET 2020 26
Sorgente1 Thu Jan 23 08:30:00 CET 2020 32
Sorgente1 Thu Jan 23 09:00:00 CET 2020 36
Sorgente1 Thu Jan 23 09:30:00 CET 2020 43
Sorgente1 Thu Jan 23 10:00:00 CET 2020 44
Sorgente1 Thu Jan 23 10:30:00 CET 2020 46
Sorgente1 Thu Jan 23 11:00:00 CET 2020 46
Sorgente1 Thu Jan 23 11:30:00 CET 2020 46
Sorgente1 Thu Jan 23 12:00:00 CET 2020 47
Sorgente1 Thu Jan 23 12:30:00 CET 2020 46
Sorgente1 Thu Jan 23 13:00:00 CET 2020 44
Sorgente1 Thu Jan 23 13:30:00 CET 2020 45
Sorgente1 Thu Jan 23 14:00:00 CET 2020 47
Sorgente1 Thu Jan 23 14:30:00 CET 2020 48
Sorgente1 Thu Jan 23 15:00:00 CET 2020 49
Sorgente1 Thu Jan 23 15:30:00 CET 2020 48
Sorgente1 Thu Jan 23 16:00:00 CET 2020 46
Sorgente1 Thu Jan 23 16:30:00 CET 2020 38
Sorgente1 Thu Jan 23 17:00:00 CET 2020 33
Sorgente1 Thu Jan 23 17:30:00 CET 2020 32
Sorgente1 Thu Jan 23 18:00:00 CET 2020 27
Sorgente1 Thu Jan 23 18:30:00 CET 2020 25
Sorgente1 Thu Jan 23 19:00:00 CET 2020 19
Sorgente1 Thu Jan 23 19:30:00 CET 2020 14
Sorgente1 Thu Jan 23 20:00:00 CET 2020 10
Sorgente1 Thu Jan 23 20:30:00 CET 2020 8
Sorgente1 Thu Jan 23 21:00:00 CET 2020 6
Sorgente1 Thu Jan 23 21:30:00 CET 2020 5
Sorgente1 Thu Jan 23 22:00:00 CET 2020 5
Sorgente1 Thu Jan 23 22:30:00 CET 2020 4
Sorgente1 Thu Jan 23 23:00:00 CET 2020 4
Sorgente1 Thu Jan 23 23:30:00 CET 2020 4
Sorgente1 Fri Jan 24 00:00:00 CET 2020 4
Sorgente1 Fri Jan 24 00:30:00 CET 2020 4
Sorgente1 Fri Jan 24 01:00:00 CET 2020 3
Sorgente1 Fri Jan 24 01:30:00 CET 2020 3
Sorgente1 Fri Jan 24 02:00:00 CET 2020 3
Sorgente1 Fri Jan 24 02:30:00 CET 2020 3
Sorgente1 Fri Jan 24 03:00:00 CET 2020 3
Sorgente1 Fri Jan 24 03:30:00 CET 2020 3
Sorgente1 Fri Jan 24 04:00:00 CET 2020 3
Sorgente1 Fri Jan 24 04:30:00 CET 2020 4
Sorgente1 Fri Jan 24 05:00:00 CET 2020 5
Sorgente1 Fri Jan 24 05:30:00 CET 2020 5
Sorgente1 Fri Jan 24 06:00:00 CET 2020 8
Sorgente1 Fri Jan 24 06:30:00 CET 2020 11
Sorgente1 Fri Jan 24 07:00:00 CET 2020 14
Sorgente1 Fri Jan 24 07:30:00 CET 2020 18
Sorgente1 Fri Jan 24 08:00:00 CET 2020 26
Sorgente1 Fri Jan 24 08:30:00 CET 2020 32
Sorgente1 Fri Jan 24 09:00:00 CET 2020 36
Sorgente1 Fri Jan 24 09:30:00 CET 2020 43
Sorgente1 Fri Jan 24 10:00:00 CET 2020 44
Sorgente1 Fri Jan 24 10:30:00 CET 2020 46
Sorgente1 Fri Jan 24 11:00:00 CET 2020 46
Sorgente1 Fri Jan 24 11:30:00 CET 2020 46
Sorgente1 Fri Jan 24 12:00:00 CET 2020 47
Sorgente1 Fri Jan 24 12:30:00 CET 2020 46
Sorgente1 Fri Jan 24 13:00:00 CET 2020 44
Sorgente1 Fri Jan 24 13:30:00 CET 2020 45
Sorgente1 Fri Jan 24 14:00:00 CET 2020 47
Sorgente1 Fri Jan 24 14:30:00 CET 2020 48
Sorgente1 Fri Jan 24 15:00:00 CET 2020 49
Sorgente1 Fri Jan 24 15:30:00 CET 2020 48
Sorgente1 Fri Jan 24 16:00:00 CET 2020 46
Sorgente1 Fri Jan 24 16:30:00 CET 2020 38
Sorgente1 Fri Jan 24 17:00:00 CET 2020 33
Sorgente1 Fri Jan 24 17:30:00 CET 2020 32
Sorgente1 Fri Jan 24 18:00:00 CET 2020 27
Sorgente1 Fri Jan 24 18:30:00 CET 2020 25
Sorgente1 Fri Jan 24 19:00:00 CET 2020 19
Sorgente1 Fri Jan 24 19:30:00 CET 2020 14
Sorgente1 Fri Jan 24 20:00:00 CET 2020 10
Sorgente1 Fri Jan 24 20:30:00 CET 2020 8
Sorgente1 Fri Jan 24 21:00:00 CET 2020 6
Sorgente1 Fri Jan 24 21:30:00 CET 2020 5
Sorgente1 Fri Jan 24 22:00:00 CET 2020 5
Sorgente1 Fri Jan 24 22:30:00 CET 2020 4
Sorgente1 Fri Jan 24 23:00:00 CET 2020 4
Sorgente1 Fri Jan 24 23:30:00 CET 2020 4
Sorgente1 Sat Jan 25 00:00:00 CET 2020 3
Sorgente1 Sat Jan 25 00:30:00 CET 2020 5
Sorgente1 Sat Jan 25 01:00:00 CET 2020 5
Sorgente1 Sat Jan 25 01:30:00 CET 2020 5
Sorgente1 Sat Jan 25 02:00:00 CET 2020 4
Sorgente1 Sat Jan 25 02:30:00 CET 2020 5
Sorgente1 Sat Jan 25 03:00:00 CET 2020 5
Sorgente1 Sat Jan 25 03:30:00 CET 2020 5
Sorgente1 Sat Jan 25 04:00:00 CET 2020 6
Sorgente1 Sat Jan 25 04:30:00 CET 2020 8
Sorgente1 Sat Jan 25 05:00:00 CET 2020 10
Sorgente1 Sat Jan 25 05:30:00 CET 2020 14
Sorgente1 Sat Jan 25 06:00:00 CET 2020 20
Sorgente1 Sat Jan 25 06:30:00 CET 2020 31
Sorgente1 Sat Jan 25 07:00:00 CET 2020 34
Sorgente1 Sat Jan 25 07:30:00 CET 2020 41
Sorgente1 Sat Jan 25 08:00:00 CET 2020 44
Sorgente1 Sat Jan 25 08:30:00 CET 2020 48
Sorgente1 Sat Jan 25 09:00:00 CET 2020 50
Sorgente1 Sat Jan 25 09:30:00 CET 2020 51
Sorgente1 Sat Jan 25 10:00:00 CET 2020 52
Sorgente1 Sat Jan 25 10:30:00 CET 2020 55
Sorgente1 Sat Jan 25 11:00:00 CET 2020 56
Sorgente1 Sat Jan 25 11:30:00 CET 2020 59
Sorgente1 Sat Jan 25 12:00:00 CET 2020 61
Sorgente1 Sat Jan 25 12:30:00 CET 2020 61
Sorgente1 Sat Jan 25 13:00:00 CET 2020 61
Sorgente1 Sat Jan 25 13:30:00 CET 2020 61
Sorgente1 Sat Jan 25 14:00:00 CET 2020 60
Sorgente1 Sat Jan 25 14:30:00 CET 2020 60
Sorgente1 Sat Jan 25 15:00:00 CET 2020 58
Sorgente1 Sat Jan 25 15:30:00 CET 2020 58
Sorgente1 Sat Jan 25 16:00:00 CET 2020 55
Sorgente1 Sat Jan 25 16:30:00 CET 2020 51
Sorgente1 Sat Jan 25 17:00:00 CET 2020 49
Sorgente1 Sat Jan 25 17:30:00 CET 2020 48
Sorgente1 Sat Jan 25 18:00:00 CET 2020 44
Sorgente1 Sat Jan 25 18:30:00 CET 2020 41
Sorgente1 Sat Jan 25 19:00:00 CET 2020 38
Sorgente1 Sat Jan 25 19:30:00 CET 2020 32
Sorgente1 Sat Jan 25 20:00:00 CET 2020 29
Sorgente1 Sat Jan 25 20:30:00 CET 2020 23
Sorgente1 Sat Jan 25 21:00:00 CET 2020 17
Sorgente1 Sat Jan 25 21:30:00 CET 2020 11
Sorgente1 Sat Jan 25 22:00:00 CET 2020 9
Sorgente1 Sat Jan 25 22:30:00 CET 2020 6
Sorgente1 Sat Jan 25 23:00:00 CET 2020 5
Sorgente1 Sat Jan 25 23:30:00 CET 2020 6
Sorgente1 Sun Jan 26 00:00:00 CET 2020 6
Sorgente1 Sun Jan 26 00:30:00 CET 2020 6
Sorgente1 Sun Jan 26 01:00:00 CET 2020 5
Sorgente1 Sun Jan 26 01:30:00 CET 2020 5
Sorgente1 Sun Jan 26 02:00:00 CET 2020 4
Sorgente1 Sun Jan 26 02:30:00 CET 2020 4
Sorgente1 Sun Jan 26 03:00:00 CET 2020 4
Sorgente1 Sun Jan 26 03:30:00 CET 2020 4
Sorgente1 Sun Jan 26 04:00:00 CET 2020 5
Sorgente1 Sun Jan 26 04:30:00 CET 2020 4
Sorgente1 Sun Jan 26 05:00:00 CET 2020 6
Sorgente1 Sun Jan 26 05:30:00 CET 2020 8
Sorgente1 Sun Jan 26 06:00:00 CET 2020 8
Sorgente1 Sun Jan 26 06:30:00 CET 2020 11
Sorgente1 Sun Jan 26 07:00:00 CET 2020 16
Sorgente1 Sun Jan 26 07:30:00 CET 2020 23
Sorgente1 Sun Jan 26 08:00:00 CET 2020 29
Sorgente1 Sun Jan 26 08:30:00 CET 2020 33
Sorgente1 Sun Jan 26 09:00:00 CET 2020 36
Sorgente1 Sun Jan 26 09:30:00 CET 2020 41
Sorgente1 Sun Jan 26 10:00:00 CET 2020 47
Sorgente1 Sun Jan 26 10:30:00 CET 2020 49
Sorgente1 Sun Jan 26 11:00:00 CET 2020 50
Sorgente1 Sun Jan 26 11:30:00 CET 2020 51
Sorgente1 Sun Jan 26 12:00:00 CET 2020 52
Sorgente1 Sun Jan 26 12:30:00 CET 2020 52
Sorgente1 Sun Jan 26 13:00:00 CET 2020 52
Sorgente1 Sun Jan 26 13:30:00 CET 2020 53
Sorgente1 Sun Jan 26 14:00:00 CET 2020 53
Sorgente1 Sun Jan 26 14:30:00 CET 2020 53
Sorgente1 Sun Jan 26 15:00:00 CET 2020 51
Sorgente1 Sun Jan 26 15:30:00 CET 2020 50
Sorgente1 Sun Jan 26 16:00:00 CET 2020 50
Sorgente1 Sun Jan 26 16:30:00 CET 2020 50
Sorgente1 Sun Jan 26 17:00:00 CET 2020 49
Sorgente1 Sun Jan 26 17:30:00 CET 2020 44
Sorgente1 Sun Jan 26 18:00:00 CET 2020 39
Sorgente1 Sun Jan 26 18:30:00 CET 2020 34
Sorgente1 Sun Jan 26 19:00:00 CET 2020 26
Sorgente1 Sun Jan 26 19:30:00 CET 2020 22
Sorgente1 Sun Jan 26 20:00:00 CET 2020 17
Sorgente1 Sun Jan 26 20:30:00 CET 2020 13
Sorgente1 Sun Jan 26 21:00:00 CET 2020 11
Sorgente1 Sun Jan 26 21:30:00 CET 2020 9
Sorgente1 Sun Jan 26 22:00:00 CET 2020 7
Sorgente1 Sun Jan 26 22:30:00 CET 2020 6
Sorgente1 Sun Jan 26 23:00:00 CET 2020 4
Sorgente1 Sun Jan 26 23:30:00 CET 2020 4
Sorgente1 Mon Jan 27 00:00:00 CET 2020 4
Sorgente1 Mon Jan 27 00:30:00 CET 2020 4
Sorgente1 Mon Jan 27 01:00:00 CET 2020 3
Sorgente1 Mon Jan 27 01:30:00 CET 2020 3
Sorgente1 Mon Jan 27 02:00:00 CET 2020 3
Sorgente1 Mon Jan 27 02:30:00 CET 2020 3
Sorgente1 Mon Jan 27 03:00:00 CET 2020 3
Sorgente1 Mon Jan 27 03:30:00 CET 2020 3
Sorgente1 Mon Jan 27 04:00:00 CET 2020 3
Sorgente1 Mon Jan 27 04:30:00 CET 2020 4
Sorgente1 Mon Jan 27 05:00:00 CET 2020 5
Sorgente1 Mon Jan 27 05:30:00 CET 2020 5
Sorgente1 Mon Jan 27 06:00:00 CET 2020 8
Sorgente1 Mon Jan 27 06:30:00 CET 2020 11
Sorgente1 Mon Jan 27 07:00:00 CET 2020 14
Sorgente1 Mon Jan 27 07:30:00 CET 2020 18
Sorgente1 Mon Jan 27 08:00:00 CET 2020 26
Sorgente1 Mon Jan 27 08:30:00 CET 2020 32
Sorgente1 Mon Jan 27 09:00:00 CET 2020 36
Sorgente1 Mon Jan 27 09:30:00 CET 2020 43
Sorgente1 Mon Jan 27 10:00:00 CET 2020 44
Sorgente1 Mon Jan 27 10:30:00 CET 2020 46
Sorgente1 Mon Jan 27 11:00:00 CET 2020 46
Sorgente1 Mon Jan 27 11:30:00 CET 2020 46
Sorgente1 Mon Jan 27 12:00:00 CET 2020 47
Sorgente1 Mon Jan 27 12:30:00 CET 2020 46
Sorgente1 Mon Jan 27 13:00:00 CET 2020 44
Sorgente1 Mon Jan 27 13:30:00 CET 2020 45
Sorgente1 Mon Jan 27 14:00:00 CET 2020 47
Sorgente1 Mon Jan 27 14:30:00 CET 2020 48
Sorgente1 Mon Jan 27 15:00:00 CET 2020 49
Sorgente1 Mon Jan 27 15:30:00 CET 2020 48
Sorgente1 Mon Jan 27 16:00:00 CET 2020 46
Sorgente1 Mon Jan 27 16:30:00 CET 2020 38
Sorgente1 Mon Jan 27 17:00:00 CET 2020 33
Sorgente1 Mon Jan 27 17:30:00 CET 2020 32
Sorgente1 Mon Jan 27 18:00:00 CET 2020 27
Sorgente1 Mon Jan 27 18:30:00 CET 2020 25
Sorgente1 Mon Jan 27 19:00:00 CET 2020 19
Sorgente1 Mon Jan 27 19:30:00 CET 2020 14
Sorgente1 Mon Jan 27 20:00:00 CET 2020 10
Sorgente1 Mon Jan 27 20:30:00 CET 2020 8
Sorgente1 Mon Jan 27 21:00:00 CET 2020 6
Sorgente1 Mon Jan 27 21:30:00 CET 2020 5
Sorgente1 Mon Jan 27 22:00:00 CET 2020 5
Sorgente1 Mon Jan 27 22:30:00 CET 2020 4
Sorgente1 Mon Jan 27 23:00:00 CET 2020 4
Sorgente1 Mon Jan 27 23:30:00 CET 2020 4
Sorgente1 Tue Jan 28 00:00:00 CET 2020 4
Sorgente1 Tue Jan 28 00:30:00 CET 2020 4
Sorgente1 Tue Jan 28 01:00:00 CET 2020 3
Sorgente1 Tue Jan 28 01:30:00 CET 2020 3
Sorgente1 Tue Jan 28 02:00:00 CET 2020 3
Sorgente1 Tue Jan 28 02:30:00 CET 2020 3
Sorgente1 Tue Jan 28 03:00:00 CET 2020 3
Sorgente1 Tue Jan 28 03:30:00 CET 2020 3
Sorgente1 Tue Jan 28 04:00:00 CET 2020 3
Sorgente1 Tue Jan 28 04:30:00 CET 2020 4
Sorgente1 Tue Jan 28 05:00:00 CET 2020 5
Sorgente1 Tue Jan 28 05:30:00 CET 2020 5
Sorgente1 Tue Jan 28 06:00:00 CET 2020 8
Sorgente1 Tue Jan 28 06:30:00 CET 2020 11
Sorgente1 Tue Jan 28 07:00:00 CET 2020 14
Sorgente1 Tue Jan 28 07:30:00 CET 2020 18
Sorgente1 Tue Jan 28 08:00:00 CET 2020 26
Sorgente1 Tue Jan 28 08:30:00 CET 2020 32
Sorgente1 Tue Jan 28 09:00:00 CET 2020 36
Sorgente1 Tue Jan 28 09:30:00 CET 2020 43
Sorgente1 Tue Jan 28 10:00:00 CET 2020 44
Sorgente1 Tue Jan 28 10:30:00 CET 2020 46
Sorgente1 Tue Jan 28 11:00:00 CET 2020 46
Sorgente1 Tue Jan 28 11:30:00 CET 2020 46
Sorgente1 Tue Jan 28 12:00:00 CET 2020 47
Sorgente1 Tue Jan 28 12:30:00 CET 2020 46
Sorgente1 Tue Jan 28 13:00:00 CET 2020 44
Sorgente1 Tue Jan 28 13:30:00 CET 2020 45
Sorgente1 Tue Jan 28 14:00:00 CET 2020 47
Sorgente1 Tue Jan 28 14:30:00 CET 2020 48
Sorgente1 Tue Jan 28 15:00:00 CET 2020 49
Sorgente1 Tue Jan 28 15:30:00 CET 2020 48
Sorgente1 Tue Jan 28 16:00:00 CET 2020 46
Sorgente1 Tue Jan 28 16:30:00 CET 2020 38
Sorgente1 Tue Jan 28 17:00:00 CET 2020 33
Sorgente1 Tue Jan 28 17:30:00 CET 2020 32
Sorgente1 Tue Jan 28 18:00:00 CET 2020 27
Sorgente1 Tue Jan 28 18:30:00 CET 2020 25
Sorgente1 Tue Jan 28 19:00:00 CET 2020 19
Sorgente1 Tue Jan 28 19:30:00 CET 2020 14
Sorgente1 Tue Jan 28 20:00:00 CET 2020 10
Sorgente1 Tue Jan 28 20:30:00 CET 2020 8
Sorgente1 Tue Jan 28 21:00:00 CET 2020 6
Sorgente1 Tue Jan 28 21:30:00 CET 2020 5
Sorgente1 Tue Jan 28 22:00:00 CET 2020 5
Sorgente1 Tue Jan 28 22:30:00 CET 2020 4
Sorgente1 Tue Jan 28 23:00:00 CET 2020 4
Sorgente1 Tue Jan 28 23:30:00 CET 2020 4
Sorgente1 Wed Jan 29 00:00:00 CET 2020 4
Sorgente1 Wed Jan 29 00:30:00 CET 2020 4
Sorgente1 Wed Jan 29 01:00:00 CET 2020 3
Sorgente1 Wed Jan 29 01:30:00 CET 2020 3
Sorgente1 Wed Jan 29 02:00:00 CET 2020 3
Sorgente1 Wed Jan 29 02:30:00 CET 2020 3
Sorgente1 Wed Jan 29 03:00:00 CET 2020 3
Sorgente1 Wed Jan 29 03:30:00 CET 2020 3
Sorgente1 Wed Jan 29 04:00:00 CET 2020 3
Sorgente1 Wed Jan 29 04:30:00 CET 2020 4
Sorgente1 Wed Jan 29 05:00:00 CET 2020 5
Sorgente1 Wed Jan 29 05:30:00 CET 2020 5
Sorgente1 Wed Jan 29 06:00:00 CET 2020 8
Sorgente1 Wed Jan 29 06:30:00 CET 2020 11
Sorgente1 Wed Jan 29 07:00:00 CET 2020 14
Sorgente1 Wed Jan 29 07:30:00 CET 2020 18
Sorgente1 Wed Jan 29 08:00:00 CET 2020 26
Sorgente1 Wed Jan 29 08:30:00 CET 2020 32
Sorgente1 Wed Jan 29 09:00:00 CET 2020 36
Sorgente1 Wed Jan 29 09:30:00 CET 2020 43
Sorgente1 Wed Jan 29 10:00:00 CET 2020 44
Sorgente1 Wed Jan 29 10:30:00 CET 2020 46
Sorgente1 Wed Jan 29 11:00:00 CET 2020 46
Sorgente1 Wed Jan 29 11:30:00 CET 2020 46
Sorgente1 Wed Jan 29 12:00:00 CET 2020 47
Sorgente1 Wed Jan 29 12:30:00 CET 2020 46
Sorgente1 Wed Jan 29 13:00:00 CET 2020 44
Sorgente1 Wed Jan 29 13:30:00 CET 2020 45
Sorgente1 Wed Jan 29 14:00:00 CET 2020 47
Sorgente1 Wed Jan 29 14:30:00 CET 2020 48
Sorgente1 Wed Jan 29 15:00:00 CET 2020 49
Sorgente1 Wed Jan 29 15:30:00 CET 2020 48
Sorgente1 Wed Jan 29 16:00:00 CET 2020 46
Sorgente1 Wed Jan 29 16:30:00 CET 2020 38
Sorgente1 Wed Jan 29 17:00:00 CET 2020 33
Sorgente1 Wed Jan 29 17:30:00 CET 2020 32
Sorgente1 Wed Jan 29 18:00:00 CET 2020 27
Sorgente1 Wed Jan 29 18:30:00 CET 2020 25
Sorgente1 Wed Jan 29 19:00:00 CET 2020 19
Sorgente1 Wed Jan 29 19:30:00 CET 2020 14
Sorgente1 Wed Jan 29 20:00:00 CET 2020 10
Sorgente1 Wed Jan 29 20:30:00 CET 2020 8
Sorgente1 Wed Jan 29 21:00:00 CET 2020 6
Sorgente1 Wed Jan 29 21:30:00 CET 2020 5
Sorgente1 Wed Jan 29 22:00:00 CET 2020 5
Sorgente1 Wed Jan 29 22:30:00 CET 2020 4
Sorgente1 Wed Jan 29 23:00:00 CET 2020 4
Sorgente1 Wed Jan 29 23:30:00 CET 2020 4
Sorgente1 Thu Jan 30 00:00:00 CET 2020 4
Sorgente1 Thu Jan 30 00:30:00 CET 2020 4
Sorgente1 Thu Jan 30 01:00:00 CET 2020 3
Sorgente1 Thu Jan 30 01:30:00 CET 2020 3
Sorgente1 Thu Jan 30 02:00:00 CET 2020 3
Sorgente1 Thu Jan 30 02:30:00 CET 2020 3
Sorgente1 Thu Jan 30 03:00:00 CET 2020 3
Sorgente1 Thu Jan 30 03:30:00 CET 2020 3
Sorgente1 Thu Jan 30 04:00:00 CET 2020 3
Sorgente1 Thu Jan 30 04:30:00 CET 2020 4
Sorgente1 Thu Jan 30 05:00:00 CET 2020 5
Sorgente1 Thu Jan 30 05:30:00 CET 2020 5
Sorgente1 Thu Jan 30 06:00:00 CET 2020 8
Sorgente1 Thu Jan 30 06:30:00 CET 2020 11
Sorgente1 Thu Jan 30 07:00:00 CET 2020 14
Sorgente1 Thu Jan 30 07:30:00 CET 2020 18
Sorgente1 Thu Jan 30 08:00:00 CET 2020 26
Sorgente1 Thu Jan 30 08:30:00 CET 2020 32
Sorgente1 Thu Jan 30 09:00:00 CET 2020 36
Sorgente1 Thu Jan 30 09:30:00 CET 2020 43
Sorgente1 Thu Jan 30 10:00:00 CET 2020 44
Sorgente1 Thu Jan 30 10:30:00 CET 2020 46
Sorgente1 Thu Jan 30 11:00:00 CET 2020 46
Sorgente1 Thu Jan 30 11:30:00 CET 2020 46
Sorgente1 Thu Jan 30 12:00:00 CET 2020 47
Sorgente1 Thu Jan 30 12:30:00 CET 2020 46
Sorgente1 Thu Jan 30 13:00:00 CET 2020 44
Sorgente1 Thu Jan 30 13:30:00 CET 2020 45
Sorgente1 Thu Jan 30 14:00:00 CET 2020 47
Sorgente1 Thu Jan 30 14:30:00 CET 2020 48
Sorgente1 Thu Jan 30 15:00:00 CET 2020 49
Sorgente1 Thu Jan 30 15:30:00 CET 2020 48
Sorgente1 Thu Jan 30 16:00:00 CET 2020 46
Sorgente1 Thu Jan 30 16:30:00 CET 2020 38
Sorgente1 Thu Jan 30 17:00:00 CET 2020 33
Sorgente1 Thu Jan 30 17:30:00 CET 2020 32
Sorgente1 Thu Jan 30 18:00:00 CET 2020 27
Sorgente1 Thu Jan 30 18:30:00 CET 2020 25
Sorgente1 Thu Jan 30 19:00:00 CET 2020 19
Sorgente1 Thu Jan 30 19:30:00 CET 2020 14
Sorgente1 Thu Jan 30 20:00:00 CET 2020 10
Sorgente1 Thu Jan 30 20:30:00 CET 2020 8
Sorgente1 Thu Jan 30 21:00:00 CET 2020 6
Sorgente1 Thu Jan 30 21:30:00 CET 2020 5
Sorgente1 Thu Jan 30 22:00:00 CET 2020 5
Sorgente1 Thu Jan 30 22:30:00 CET 2020 4
Sorgente1 Thu Jan 30 23:00:00 CET 2020 4
Sorgente1 Thu Jan 30 23:30:00 CET 2020 4
Sorgente1 Fri Jan 31 00:00:00 CET 2020 4
Sorgente1 Fri Jan 31 00:30:00 CET 2020 4
Sorgente1 Fri Jan 31 01:00:00 CET 2020 3
Sorgente1 Fri Jan 31 01:30:00 CET 2020 3
Sorgente1 Fri Jan 31 02:00:00 CET 2020 3
Sorgente1 Fri Jan 31 02:30:00 CET 2020 3
Sorgente1 Fri Jan 31 03:00:00 CET 2020 3
Sorgente1 Fri Jan 31 03:30:00 CET 2020 3
Sorgente1 Fri Jan 31 04:00:00 CET 2020 3
Sorgente1 Fri Jan 31 04:30:00 CET 2020 4
Sorgente1 Fri Jan 31 05:00:00 CET 2020 5
Sorgente1 Fri Jan 31 05:30:00 CET 2020 5
Sorgente1 Fri Jan 31 06:00:00 CET 2020 8
Sorgente1 Fri Jan 31 06:30:00 CET 2020 11
Sorgente1 Fri Jan 31 07:00:00 CET 2020 14
Sorgente1 Fri Jan 31 07:30:00 CET 2020 18
Sorgente1 Fri Jan 31 08:00:00 CET 2020 26
Sorgente1 Fri Jan 31 08:30:00 CET 2020 32
Sorgente1 Fri Jan 31 09:00:00 CET 2020 36
Sorgente1 Fri Jan 31 09:30:00 CET 2020 43
Sorgente1 Fri Jan 31 10:00:00 CET 2020 44
Sorgente1 Fri Jan 31 10:30:00 CET 2020 46
Sorgente1 Fri Jan 31 11:00:00 CET 2020 46
Sorgente1 Fri Jan 31 11:30:00 CET 2020 46
Sorgente1 Fri Jan 31 12:00:00 CET 2020 47
Sorgente1 Fri Jan 31 12:30:00 CET 2020 46
Sorgente1 Fri Jan 31 13:00:00 CET 2020 44
Sorgente1 Fri Jan 31 13:30:00 CET 2020 45
Sorgente1 Fri Jan 31 14:00:00 CET 2020 47
Sorgente1 Fri Jan 31 14:30:00 CET 2020 48
Sorgente1 Fri Jan 31 15:00:00 CET 2020 49
Sorgente1 Fri Jan 31 15:30:00 CET 2020 48
Sorgente1 Fri Jan 31 16:00:00 CET 2020 46
Sorgente1 Fri Jan 31 16:30:00 CET 2020 38
Sorgente1 Fri Jan 31 17:00:00 CET 2020 33
Sorgente1 Fri Jan 31 17:30:00 CET 2020 32
Sorgente1 Fri Jan 31 18:00:00 CET 2020 27
Sorgente1 Fri Jan 31 18:30:00 CET 2020 25
Sorgente1 Fri Jan 31 19:00:00 CET 2020 19
Sorgente1 Fri Jan 31 19:30:00 CET 2020 14
Sorgente1 Fri Jan 31 20:00:00 CET 2020 10
Sorgente1 Fri Jan 31 20:30:00 CET 2020 8
Sorgente1 Fri Jan 31 21:00:00 CET 2020 6
Sorgente1 Fri Jan 31 21:30:00 CET 2020 5
Sorgente1 Fri Jan 31 22:00:00 CET 2020 5
Sorgente1 Fri Jan 31 22:30:00 CET 2020 4
Sorgente1 Fri Jan 31 23:00:00 CET 2020 4
Sorgente1 Fri Jan 31 23:30:00 CET 2020 4
Sorgente1 Sat Feb 01 00:00:00 CET 2020 3
Sorgente1 Sat Feb 01 00:30:00 CET 2020 5
Sorgente1 Sat Feb 01 01:00:00 CET 2020 5
Sorgente1 Sat Feb 01 01:30:00 CET 2020 5
Sorgente1 Sat Feb 01 02:00:00 CET 2020 4
Sorgente1 Sat Feb 01 02:30:00 CET 2020 5
Sorgente1 Sat Feb 01 03:00:00 CET 2020 5
Sorgente1 Sat Feb 01 03:30:00 CET 2020 5
Sorgente1 Sat Feb 01 04:00:00 CET 2020 6
Sorgente1 Sat Feb 01 04:30:00 CET 2020 8
Sorgente1 Sat Feb 01 05:00:00 CET 2020 10
Sorgente1 Sat Feb 01 05:30:00 CET 2020 14
Sorgente1 Sat Feb 01 06:00:00 CET 2020 20
Sorgente1 Sat Feb 01 06:30:00 CET 2020 31
Sorgente1 Sat Feb 01 07:00:00 CET 2020 34
